Stage Name,Day,Artist(s),Start Time,End Time
"Cabaret",SUNDAY,"BASIL BRUSH - UNLEASHED",23:25,23:55
"Cabaret",SUNDAY,"CASH & DIAMOND",22:50,23:20
"Cabaret",SUNDAY,"ANDREW O'NEILL - THE HISTORY OF HEAVY METAL",22:05,22:45
"Cabaret",SUNDAY,"EMMANUEL SONUBI",21:30,22:00
"Cabaret",SUNDAY,"MARY BOURKE",20:55,21:25
"Cabaret",SUNDAY,"LAURA LEXX",20:20,20:50
"Cabaret",SUNDAY,"COMPÈRE: JOE ROONEY",20:00,00:00
"Cabaret",SUNDAY,"TOM MONES & SPLIFF RICHARD",19:45,20:15
"Cabaret",SUNDAY,"THE PANSY BOYS",19:10,19:40
"Cabaret",SUNDAY,"PAUL FOOT - DISSOLVE",18:10,19:05
"Cabaret",SUNDAY,"SPENCER JONES",17:45,18:05
"Cabaret",SUNDAY,"FRANK SANAZI & DEAN STALIN",17:10,17:40
"Cabaret",SUNDAY,"BASSEY BEWITCHED",16:45,17:05
"Cabaret",SUNDAY,"MAISIE ADAM",16:10,16:40
"Cabaret",SUNDAY,"COMPÈRE: LAURA SMYTH",16:00,20:00
"Cabaret",SUNDAY,"IAN STONE",15:35,16:05
"Cabaret",SUNDAY,"PAM AYRES",14:35,15:30
"Cabaret",SUNDAY,"KERRY GODLIMAN",14:00,14:30
"Cabaret",SUNDAY,"ROBIN INCE",13:25,13:55
"Cabaret",SUNDAY,"JONNY AWSUM",13:00,13:20
"Cabaret",SUNDAY,"AN AUDIENCE WITH ALEXEI SAYLE",12:00,12:55
"Cabaret",SUNDAY,"COMPÈRE: CERYS NELMS",12:00,16:00
"Sensation Seekers Stage",THURSDAY,"WHEEL OF FOUR TUNES",01:00,02:00
"Sensation Seekers Stage",THURSDAY,"LEATHER LUNGS + REMASTERBLASTERS",00:05,00:50
"Sensation Seekers Stage",THURSDAY,"NEON MOON - PARADISE CIRCUS",23:10,23:55
"Sensation Seekers Stage",THURSDAY,"DOREEN DOREEN",22:00,23:00
"Sensation Seekers Stage",THURSDAY,"IVO DIMCHEV",21:35,21:50
"Sensation Seekers Stage",THURSDAY,"SHOWHAWK DUO",20:30,21:30
"Sensation Seekers Stage",THURSDAY,"COMPÈRE: TOBY SPIN",20:30,02:00
"Sensation Seekers Stage",THURSDAY,"CLOSE",17:45,20:30
"Sensation Seekers Stage",THURSDAY,"OTTO & ASTRID-DIE ROTEN PUNKTE",17:00,17:45
"Sensation Seekers Stage",THURSDAY,"FREDDIENO",16:20,16:50
"Sensation Seekers Stage",THURSDAY,"OLD TIME SAILORS",15:00,16:00
"Sensation Seekers Stage",FRIDAY,"OH MY GOD! IT'S THE CHURCH",01:45,02:45
"Sensation Seekers Stage",FRIDAY,"LOOMINUS",01:20,01:35
"Sensation Seekers Stage",FRIDAY,"WHEEL OF FOUR TUNES",00:15,01:15
"Sensation Seekers Stage",FRIDAY,"LOOMINUS",00:00,00:15
"Sensation Seekers Stage",FRIDAY,"LEATHER LUNGS + REMASTERBLASTERS",23:10,23:55
"Sensation Seekers Stage",FRIDAY,"FEEDING THE FISH",22:55,23:03
"Sensation Seekers Stage",FRIDAY,"MAD APPLE CIRCUS",22:00,22:45
"Sensation Seekers Stage",FRIDAY,"COMPÈRE: TOBY SPIN",22:00,02:45
"Sensation Seekers Stage",FRIDAY,"CLOSE",17:55,22:00
"Sensation Seekers Stage",FRIDAY,"OLD TIME SAILORS",16:55,17:55
"Sensation Seekers Stage",FRIDAY,"ELLIS GROVER",16:35,16:45
"Sensation Seekers Stage",FRIDAY,"FACES OF DISCO",16:00,16:30
"Sensation Seekers Stage",FRIDAY,"FAT BARRY'S BINGO BANGO BONGO",15:25,15:55
"Sensation Seekers Stage",FRIDAY,"TAIKO MEANTIME",14:20,15:20
"Sensation Seekers Stage",FRIDAY,"TONY & RAY",14:00,14:15
"Sensation Seekers Stage",FRIDAY,"AKIRA",13:25,13:55
"Sensation Seekers Stage",FRIDAY,"BILLY KIDD SHOW",12:50,13:20
"Sensation Seekers Stage",FRIDAY,"HARVEY JUGGLING",12:15,12:45
"Sensation Seekers Stage",FRIDAY,"DICK PULSES MORNING RISE",11:45,12:10
"Sensation Seekers Stage",FRIDAY,"COMPÈRES: GEORGE ORANGE / GRAINNE",11:45,17:00
"Sensation Seekers Stage",SATURDAY,"WHEEL OF FOUR TUNES",01:50,02:50
"Sensation Seekers Stage",SATURDAY,"LOOMINUS",01:25,01:40
"Sensation Seekers Stage",SATURDAY,"OH MY GOD! IT'S THE CHURCH",00:15,01:15
"Sensation Seekers Stage",SATURDAY,"LOOMINUS",23:50,00:05
"Sensation Seekers Stage",SATURDAY,"NEON MOON - PARADISE CIRCUS",22:55,23:40
"Sensation Seekers Stage",SATURDAY,"FEEDING THE FISH",22:40,22:50
"Sensation Seekers Stage",SATURDAY,"MAD APPLE CIRCUS",21:45,22:30
"Sensation Seekers Stage",SATURDAY,"COMPÈRE: TOBY SPIN",21:45,02:50
"Sensation Seekers Stage",SATURDAY,"CLOSE",18:45,21:45
"Sensation Seekers Stage",SATURDAY,"OLD TIME SAILORS",17:45,18:45
"Sensation Seekers Stage",SATURDAY,"SHOWHAWK DUO",16:40,17:40
"Sensation Seekers Stage",SATURDAY,"BEANS ON TOAST",15:50,16:35
"Sensation Seekers Stage",SATURDAY,"NEW YORK BRASS BAND",15:00,15:45
"Sensation Seekers Stage",SATURDAY,"FAT BARRY'S BINGO BANGO BONGO",14:25,14:55
"Sensation Seekers Stage",SATURDAY,"TAIKO MEANTIME",13:30,14:15
"Sensation Seekers Stage",SATURDAY,"ELLIS GROVER",13:10,13:20
"Sensation Seekers Stage",SATURDAY,"FREDDIENO",12:30,13:00
"Sensation Seekers Stage",SATURDAY,"DICK PULSES MORNING RISE",12:00,12:25
"Sensation Seekers Stage",SATURDAY,"COMPÈRES: GEORGE ORANGE / GRAINNE",12:00,17:45
"Sensation Seekers Stage",SUNDAY,"DOREEN DOREEN",00:50,01:50
"Sensation Seekers Stage",SUNDAY,"LOOMINUS",00:25,00:40
"Sensation Seekers Stage",SUNDAY,"LEATHER LUNGS + REMASTERBLASTERS",23:35,00:20
"Sensation Seekers Stage",SUNDAY,"LOOMINUS",23:10,23:25
"Sensation Seekers Stage",SUNDAY,"MAD APPLE CIRCUS",22:15,23:00
"Sensation Seekers Stage",SUNDAY,"COMPÈRE: TOBY SPIN",22:15,01:50
"Sensation Seekers Stage",SUNDAY,"CLOSE",17:55,22:15
"Sensation Seekers Stage",SUNDAY,"THE FLAME OF HOPE PEACE DELEGATES",17:40,17:55
"Sensation Seekers Stage",SUNDAY,"OLD TIME SAILORS",16:30,17:30
"Sensation Seekers Stage",SUNDAY,"TAIKO MEANTIME",15:35,16:20
"Sensation Seekers Stage",SUNDAY,"TWISTER WITH DICK PULSING",15:00,15:30
"Sensation Seekers Stage",SUNDAY,"T'BARRY BINGO",14:10,14:55
"Sensation Seekers Stage",SUNDAY,"TONY & RAY",13:50,14:05
"Sensation Seekers Stage",SUNDAY,"FREDDIENO",13:10,13:40
"Sensation Seekers Stage",SUNDAY,"OTTO & ASTRID-DIE ROTEN PUNKTE",12:30,13:00
"Sensation Seekers Stage",SUNDAY,"FAT BARRY'S BINGO BANGO BONGO",12:00,12:25
"Sensation Seekers Stage",SUNDAY,"COMPÈRES: GEORGE ORANGE / GRAINNE",12:00,16:30
"Poetryandwords",FRIDAY,"SAM DANSON 'BI-TOPIA'",19:10,20:00
"Poetryandwords",FRIDAY,"JOHN HEGLEY",18:12,18:57
"Poetryandwords",FRIDAY,"BSL POET LAUREATE - ISMAEL MANSOOR",17:39,18:09
"Poetryandwords",FRIDAY,"PRINCESS ARINOLA ADEGBITE",17:11,17:36
"Poetryandwords",FRIDAY,"DOMINIC BERRY",16:43,17:08
"Poetryandwords",FRIDAY,"MOLLY WALKER",16:15,16:40
"Poetryandwords",FRIDAY,"CULAIN WOOD",15:47,16:12
"Poetryandwords",FRIDAY,"COMPERE: ROSY CARRICK",15:44,19:00
"Poetryandwords",FRIDAY,"AFLO",15:19,15:44
"Poetryandwords",FRIDAY,"ELLEROSE THE UNICORN",14:51,15:16
"Poetryandwords",FRIDAY,"KATE IRELAND",14:23,14:48
"Poetryandwords",FRIDAY,"IONA LEE",13:55,14:20
"Poetryandwords",FRIDAY,"IMOGEN STIRLING",13:27,13:52
"Poetryandwords",FRIDAY,"OTAMERE GUOBADIA",12:59,13:24
"Poetryandwords",FRIDAY,"KAYLEIGH JAYSHREE",12:31,12:56
"Poetryandwords",FRIDAY,"R J HUNTER",12:03,12:28
"Poetryandwords",FRIDAY,"COMPERE: JONNY FLUFFYPUNK",12:00,15:30
"Poetryandwords",FRIDAY,"GECKO",11:30,12:00
"Poetryandwords",SATURDAY,"SAM DANSON 'BI-TOPIA'",19:10,20:00
"Poetryandwords",SATURDAY,"DEGNA STONE",18:28,18:58
"Poetryandwords",SATURDAY,"IONA LEE",18:00,18:25
"Poetryandwords",SATURDAY,"OTAMERE GUOBADIA",17:32,17:57
"Poetryandwords",SATURDAY,"IMOGEN STIRLING",17:04,17:29
"Poetryandwords",SATURDAY,"LUKE WRIGHT",16:31,17:01
"Poetryandwords",SATURDAY,"KAYLEIGH JAYSHREE",16:03,16:28
"Poetryandwords",SATURDAY,"KATE IRELAND",15:35,16:00
"Poetryandwords",SATURDAY,"COMPERE: JONNY FLUFFYPUNK",15:32,19:00
"Poetryandwords",SATURDAY,"LAUREN MCNAMARA",15:07,15:32
"Poetryandwords",SATURDAY,"PRINCESS ARINOLA ADEGBITE",14:39,15:04
"Poetryandwords",SATURDAY,"MOLLY WALKER",14:11,14:36
"Poetryandwords",SATURDAY,"ROGER MCGOUGH",13:38,14:08
"Poetryandwords",SATURDAY,"OPEN MIC HOSTED BY AFLO",13:05,13:35
"Poetryandwords",SATURDAY,"NAOMI WOOD 'GOBBESS'",12:03,12:53
"Poetryandwords",SATURDAY,"COMPERE: ROSY CARRICK",12:00,15:30
"Poetryandwords",SATURDAY,"GECKO",11:30,12:00
"Poetryandwords",SUNDAY,"POETRY WORKSHOP WITH JOHN HEGLEY",10:30,11:25
"Poetryandwords",SUNDAY,"SLAM (HOSTED BY DOMINIC BERRY AND CULAIN WOOD)",17:00,19:00
"Poetryandwords",SUNDAY,"TALITHA WING (2023 SLAM WINNER)",16:40,17:00
"Poetryandwords",SUNDAY,"SALLY JENKINSON (POET IN RESIDENCE)",16:17,16:37
"Poetryandwords",SUNDAY,"R J HUNTER",15:49,16:14
"Poetryandwords",SUNDAY,"SOPHIA AND HELEANA BLACKWELL 'WIFE MATERIAL'",14:44,15:44
"Poetryandwords",SUNDAY,"COMPERE: ROSY CARRICK",14:38,16:55
"Poetryandwords",SUNDAY,"JOE SELLMAN-LEAVA 'IT'S THE ECONOMY, STUPID!'",13:38,14:38
"Poetryandwords",SUNDAY,"ELLEROSE THE UNICORN",13:08,13:33
"Poetryandwords",SUNDAY,"BLACK LIVER 'MISS NOBODIES'",12:03,13:03
"Poetryandwords",SUNDAY,"COMPERE: JONNY FLUFFYPUNK",12:00,14:20
"Poetryandwords",SUNDAY,"GECKO",11:30,12:00
"Atchin Tan",WEDNESDAY,"MARTIN FUREY: MUSIC",17:15,18:00
"Atchin Tan",WEDNESDAY,"BILLY WELCH AND SINDY JOYCE, TALK: RAISING AWARENESS AND SOLIDARITY FOR ROMANY AND IRISH TRAVELLER COMMUNITIES",16:15,17:00
"Atchin Tan",WEDNESDAY,"THOMAS MCCARTHY: MUSIC",15:30,16:15
"Atchin Tan",WEDNESDAY,"DAMIAN LE BAS, TALK: THE JOURNEY OF WRITING 'THE STOPPING PLACES: A JOURNEY THROUGH GYPSY BRITAIN'",14:30,15:15
"Atchin Tan",WEDNESDAY,"FFTP: MUSIC",13:15,14:00
"Atchin Tan",WEDNESDAY,"TRISH REILLY: MUSIC",12:30,13:15
"Atchin Tan",THURSDAY,"BREWER'S DAUGHTER: MUSIC",17:15,18:00
"Atchin Tan",THURSDAY,"BOB KNIGHT: SCOTTISH TRAVELLER STORYTELLING",16:15,17:00
"Atchin Tan",THURSDAY,"TRISH REILLY: MUSIC",15:30,16:15
"Atchin Tan",THURSDAY,"MARTIN FUREY: MUSIC",13:15,14:00
"Atchin Tan",THURSDAY,"JOHN DOE, TALK: LIFE WITH THE HORSES ON THE ROAD",12:30,13:15
"Atchin Tan",THURSDAY,"FILMS",11:00,12:30
"Atchin Tan",FRIDAY,"BREWER'S DAUGHTER: MUSIC",17:15,18:00
"Atchin Tan",FRIDAY,"TRISH REILLY: MUSIC",16:15,17:00
"Atchin Tan",FRIDAY,"TRAVELLER PRIDE, TALK: LGBTQ+ TRAVELLER RIGHTS",15:30,16:15
"Atchin Tan",FRIDAY,"MARTIN FUREY: MUSIC",13:15,14:00
"Atchin Tan",FRIDAY,"THOMAS MCCARTHY, BOB KNIGHT, DAMIAN LE BAS, NIKKI JAMES, TALK: SIGNIFICANCE AND USE OF LANGUAGE",12:30,13:15
"Atchin Tan",FRIDAY,"FILMS",11:00,12:30
"Atchin Tan",SATURDAY,"MUSIC: VAGZ",17:15,17:45
"Atchin Tan",SATURDAY,"ART WORKSHOP",15:30,17:00
"Atchin Tan",SATURDAY,"BELA VARADI, TALK: DOCUMENTING THE LIVES OF GYPSY, TRAVELLER AND ROMA LIFE THROUGH PHOTOGRAPHY",14:30,15:15
"Atchin Tan",SATURDAY,"FFTP: MUSIC",13:15,14:00
"Atchin Tan",SATURDAY,"DAMIAN LE BAS, LIZA MORTIMER, TALK: THE MAKING OF THE REALITIES CHECKED FILM SERIES, CHANGING THE CONVERSATION AROUND TRAVELLERS AND CRIME",12:30,13:15
"Atchin Tan",SATURDAY,"FILMS",11:00,12:30
"Atchin Tan",SUNDAY,"TRAVELLER ACOUSTIC MUSIC SESSION",14:00,18:00
"Atchin Tan",SUNDAY,"DELAINE LE BAS, IN CONVERSATION WITH LIZA MORTIMER TRAVELLERS TIMES",12:30,13:15
"Atchin Tan",SUNDAY,"FILMS",11:00,12:30
"Rimskis Yard",THURSDAY,"DJ RANDOM",01:00,02:30
"Rimskis Yard",THURSDAY,"DEAD HORSE BAY",00:00,01:00
"Rimskis Yard",THURSDAY,"AN EVENING IN WITH RIMSKI & HANDKERCHIEF - SPECIAL GUESTS: DANIEL GONCALVES, LARRY LONGHORN & HIS TROMBOLELE, OLD TIME RAGS, MATTHEW ONE MAN & ORLY ROSE",22:00,00:00
"Rimskis Yard",THURSDAY,"WORLD'S TALLEST DJ",20:00,22:00
"Rimskis Yard",THURSDAY,"WHISTLING TREASON",19:05,20:00
"Rimskis Yard",THURSDAY,"WHITLEY KING - AERIAL SHOW",19:00,19:05
"Rimskis Yard",THURSDAY,"VINCENT1000",18:00,19:00
"Rimskis Yard",THURSDAY,"PIRATES OF THE CARABINA - PIRATE TAXI",17:00,18:00
"Rimskis Yard",THURSDAY,"ROCKSTEADY WITH DJ FUNGHI & HIS SUITCASE SOUND SYSTEM",15:45,17:00
"Rimskis Yard",THURSDAY,"RIMSKI & HANDKERCHIEF WIND UP AT HOME",15:00,15:45
"Rimskis Yard",FRIDAY,"PAUL'S MOBILE DISCO",01:00,02:30
"Rimskis Yard",FRIDAY,"CHRIS LYNAM",00:00,01:00
"Rimskis Yard",FRIDAY,"AN EVENING IN WITH RIMSKI & HANDKERCHIEF - SPECIAL GUESTS: JULIAN GASKEL & HIS RAGGED TROUSERED PHILANTHROPISTS, FRASER HOOPER & RHIANNON",22:00,00:00
"Rimskis Yard",FRIDAY,"VINCENT1000",21:00,22:00
"Rimskis Yard",FRIDAY,"GUNS OF NAVARONE",20:00,21:00
"Rimskis Yard",FRIDAY,"LUKE HEKATE & TWISTIT",18:00,20:00
"Rimskis Yard",FRIDAY,"MILLIE WATSON",17:10,18:00
"Rimskis Yard",FRIDAY,"COCOLOCO - ALICE & ALICE",17:00,17:10
"Rimskis Yard",FRIDAY,"J9",16:00,17:00
"Rimskis Yard",FRIDAY,"RIMSKI & HANDKERCHIEF WIND UP AT HOME",15:00,16:00
"Rimskis Yard",SATURDAY,"DJ BMORE MCVOWTY",01:30,03:00
"Rimskis Yard",SATURDAY,"MATTHEW ONE MAN",00:00,01:30
"Rimskis Yard",SATURDAY,"AN EVENING IN WITH RIMSKI & HANDKERCHIEF - SPECIAL GUESTS: SWINGLETREE & NUALA",22:00,00:00
"Rimskis Yard",SATURDAY,"RIMSKI’S RADIO HOUR",21:00,22:00
"Rimskis Yard",SATURDAY,"ANOLAH AND THE BONEZ",20:00,21:00
"Rimskis Yard",SATURDAY,"SELECT-A-CHIEF & HER PUPPETS",18:40,20:00
"Rimskis Yard",SATURDAY,"OLD TIME RAGS",18:10,18:40
"Rimskis Yard",SATURDAY,"PIRATES OF THE CARABINA - PIRATE TAXI",17:10,18:10
"Rimskis Yard",SATURDAY,"COCOLOCO - ALICE & ALICE",17:00,17:10
"Rimskis Yard",SATURDAY,"DJ WIND UP, DJ SHELLAC, PAUL PRESTON MILLS & GREG EDISON",16:00,17:00
"Rimskis Yard",SATURDAY,"RIMSKI & HANDKERCHIEF WIND UP AT HOME",15:00,16:00
"Rimskis Yard",SUNDAY,"AN EVENING IN WITH RIMSKI & HANDKERCHIEF - SPECIAL GUESTS: DANIMAL CRACKERS, INDIA BLUE, JAKE RODRIGUES, ORLY ROSE",22:00,02:30
"Rimskis Yard",SUNDAY,"RYADER",20:30,22:00
"Rimskis Yard",SUNDAY,"CHICA MORADA",19:00,20:30
"Rimskis Yard",SUNDAY,"REV DR JO TURK WITH HIS HURDY-GURDY",18:00,19:00
"Rimskis Yard",SUNDAY,"CLOWN PARADE! - RIMSKI & HANDKERCHIEF, NAPKIN, CHRIS LYNAM, JAIME PASTOR, COCOLOCO, ISAAC HOOPER.",17:00,18:00
"Rimskis Yard",SUNDAY,"FLEA CIRCUS WITH PAUL PRESTON MILLS",16:30,17:00
"Rimskis Yard",SUNDAY,"HODMADDODERY",15:45,16:30
"Rimskis Yard",SUNDAY,"RIMSKI & HANDKERCHIEF WIND UP AT HOME",15:00,15:45
"Walkabouts",WEDNESDAY,"GLOWBROS",01:00,03:00
"Walkabouts",WEDNESDAY,"GLOWBROS",22:00,00:00
"Walkabouts",WEDNESDAY,"CELESTIALS",17:00,17:30
"Walkabouts",WEDNESDAY,"FORTUNI & FAE",17:00,17:45
"Walkabouts",WEDNESDAY,"THE SUITCASE ESCAPE GAME",16:30,17:15
"Walkabouts",WEDNESDAY,"MINISTRY OF HAPPY",15:30,16:15
"Walkabouts",WEDNESDAY,"JAY RAWLINGS",15:00,15:45
"Walkabouts",WEDNESDAY,"MAGICAL MUSICAL TIME MACHINE",14:30,15:15
"Walkabouts",WEDNESDAY,"CELESTIALS",14:15,14:45
"Walkabouts",WEDNESDAY,"BE PREPARED",13:15,14:00
"Walkabouts",WEDNESDAY,"THE SKY AT DAY",12:50,13:35
"Walkabouts",WEDNESDAY,"JAY RAWLINGS",12:00,12:45
"Walkabouts",WEDNESDAY,"WORLDROOTS ACAPELLA",12:00,14:00
"Walkabouts",WEDNESDAY,"MINISTRY OF HAPPY",11:30,12:15
"Walkabouts",WEDNESDAY,"BE PREPARED",11:15,12:00
"Walkabouts",WEDNESDAY,"MAGICAL MUSICAL TIME MACHINE",11:00,11:45
"Walkabouts",WEDNESDAY,"THE SKY AT DAY",10:50,11:35
"Walkabouts",THURSDAY,"GLOWBROS",01:00,03:00
"Walkabouts",THURSDAY,"CORVUS ANGELICUS",23:30,00:15
"Walkabouts",THURSDAY,"DISCO TURTLE",23:30,01:00
"Walkabouts",THURSDAY,"GIANT EGRET",23:00,23:45
"Walkabouts",THURSDAY,"HIGH FLYERS",23:00,23:45
"Walkabouts",THURSDAY,"THE BIRDS",22:30,23:15
"Walkabouts",THURSDAY,"DISCO TURTLE & FIERY JACK FAMILY - PARADE",22:15,00:00
"Walkabouts",THURSDAY,"FAIRY GODMOTHER AND THE TOOTH FAIRY",23:00,23:45
"Walkabouts",THURSDAY,"GLOWBROS",22:00,00:00
"Walkabouts",THURSDAY,"CORVUS ANGELICUS",22:00,22:45
"Walkabouts",THURSDAY,"HIGH FLYERS",22:00,22:45
"Walkabouts",THURSDAY,"MYSTIC MIRROR SHOW GLOBE",21:45,22:45
"Walkabouts",THURSDAY,"THE RUNAWAY CHRSTMAS FAIRY TREE",21:30,22:15
"Walkabouts",THURSDAY,"THE CLOUDMEN",21:30,22:30
"Walkabouts",THURSDAY,"THE BIRDS",20:50,21:35
"Walkabouts",THURSDAY,"THE CARAVAN OF LOST SOULS",20:15,22:15
"Walkabouts",THURSDAY,"THE WARDENS",17:45,18:30
"Walkabouts",THURSDAY,"LAURA LONDON & JAKE FRANCIS",17:45,18:30
"Walkabouts",THURSDAY,"MEANDERTHALS",17:30,18:15
"Walkabouts",THURSDAY,"SPACE CADETS",17:30,18:15
"Walkabouts",THURSDAY,"THE FAIRY GODMOTHER AND THE TOOTH FAIRY",17:15,18:00
"Walkabouts",THURSDAY,"ROSE POPAY & SIDEKICK SAFFY",17:10,17:55
"Walkabouts",THURSDAY,"JACK THOMSON",17:10,17:55
"Walkabouts",THURSDAY,"CELESTIALS",17:00,17:30
"Walkabouts",THURSDAY,"FORTUNI AND FAE",17:00,17:45
"Walkabouts",THURSDAY,"GLIDING BUTTERFLIES",17:00,17:45
"Walkabouts",THURSDAY,"SCARY & SPOOKY SKELETONS",16:50,17:35
"Walkabouts",THURSDAY,"BIGHEADS",16:45,17:25
"Walkabouts",THURSDAY,"BLIP",16:45,17:30
"Walkabouts",THURSDAY,"FAIRLY FRESH FISH CO",16:30,17:15
"Walkabouts",THURSDAY,"THE SUITCASE ESCAPE GAME",16:30,17:15
"Walkabouts",THURSDAY,"THE JUKEBOXES",16:20,17:50
"Walkabouts",THURSDAY,"ENCHANTED FLOWER SHOW GLOBE",16:15,17:00
"Walkabouts",THURSDAY,"THE CLOUDMEN",16:15,17:15
"Walkabouts",THURSDAY,"STEVE FAULKNER",16:00,16:45
"Walkabouts",THURSDAY,"THE LAST OF THE MOHICANS",16:00,17:00
"Walkabouts",THURSDAY,"GNOMES",15:50,16:35
"Walkabouts",THURSDAY,"THE TEA LADIES ON TOUR",15:50,16:35
"Walkabouts",THURSDAY,"MEANDERTHALS",15:30,16:15
"Walkabouts",THURSDAY,"FORTUNI AND FAE",15:30,16:15
"Walkabouts",THURSDAY,"MINISTRY OF HAPPY",15:30,16:15
"Walkabouts",THURSDAY,"THE WARDENS",15:20,15:50
"Walkabouts",THURSDAY,"THE NATURAL THEATRE COMPANY",15:15,16:00
"Walkabouts",THURSDAY,"JACK THOMSON",15:10,15:55
"Walkabouts",THURSDAY,"THE VERY BEST OF TOMMY COOPER",15:10,15:55
"Walkabouts",THURSDAY,"DAPPER CHAPS",15:10,15:55
"Walkabouts",THURSDAY,"LAURA LONDON & JAKE FRANCIS",15:05,15:50
"Walkabouts",THURSDAY,"GIANT SEAGULLS",15:05,15:50
"Walkabouts",THURSDAY,"GLIDING BUTTERFLIES",15:00,15:45
"Walkabouts",THURSDAY,"BLIP",14:50,15:35
"Walkabouts",THURSDAY,"NATURAL DIVERSIONS",14:45,15:30
"Walkabouts",THURSDAY,"THE BIGHEADS",14:45,15:25
"Walkabouts",THURSDAY,"MAGICAL MUSICAL TIME MACHINE",14:30,15:15
"Walkabouts",THURSDAY,"CELESTIALS",14:15,14:45
"Walkabouts",THURSDAY,"DISCO ROBOT GIRLZ",14:15,15:00
"Walkabouts",THURSDAY,"ROSE POPAY & SIDEKICK SAFFY",14:10,14:55
"Walkabouts",THURSDAY,"THE SUITCASE ESCAPE GAME",14:05,14:50
"Walkabouts",THURSDAY,"BOWJANGLES",14:00,15:00
"Walkabouts",THURSDAY,"SCARY & SPOOKY SKELETONS",13:50,14:35
"Walkabouts",THURSDAY,"THE FAMILY TREE",13:40,14:25
"Walkabouts",THURSDAY,"RISHI GORDON",13:40,14:25
"Walkabouts",THURSDAY,"THE BUZZING BEES",13:45,14:45
"Walkabouts",THURSDAY,"ENCHANTED FLOWER SHOW GLOBE",13:45,14:30
"Walkabouts",THURSDAY,"THE JUKEBOXES",13:30,15:00
"Walkabouts",THURSDAY,"JERSEY GIRLS",13:00,13:30
"Walkabouts",THURSDAY,"STEVE FAULKNER",13:00,13:45
"Walkabouts",THURSDAY,"THE SKY AT DAY",12:50,13:35
"Walkabouts",THURSDAY,"THE BIGHEADS",12:45,13:25
"Walkabouts",THURSDAY,"GNOMES",12:45,13:30
"Walkabouts",THURSDAY,"THE FABULARIUM - CARNIVAL OF ANIMALS",12:30,13:15
"Walkabouts",THURSDAY,"THE NATURAL THEATRE COMPANY",12:15,13:00
"Walkabouts",THURSDAY,"DISCO ROBOT GIRLZ",12:15,13:00
"Walkabouts",THURSDAY,"BLOCKBUSTER FACTORY",12:15,13:10
"Walkabouts",THURSDAY,"WORLDROOTS ACAPELLA",12:00,14:00
"Walkabouts",THURSDAY,"THE VERY BEST OF TOMMY COOPER",12:00,12:45
"Walkabouts",THURSDAY,"SPACE CADETS",11:45,12:30
"Walkabouts",THURSDAY,"FAIRLY FRESH FISH CO",11:40,12:25
"Walkabouts",THURSDAY,"MINISTRY OF HAPPY",11:30,12:15
"Walkabouts",THURSDAY,"NATURAL DIVERSIONS",11:30,12:15
"Walkabouts",THURSDAY,"THE BUZZING BEES",11:15,12:15
"Walkabouts",THURSDAY,"DAPPER CHAPS",11:10,11:55
"Walkabouts",THURSDAY,"THE TEA LADIES ON TOUR",11:05,11:50
"Walkabouts",THURSDAY,"GIANT SEAGULLS",11:05,11:50
"Walkabouts",THURSDAY,"THE FAMILY TREE",11:00,11:45
"Walkabouts",THURSDAY,"MAGICAL MUSICAL TIME MACHINE",11:00,11:45
"Walkabouts",THURSDAY,"THE SKY AT DAY",10:50,11:35
"Walkabouts",THURSDAY,"RISHI GORDON",10:45,11:30
"Walkabouts",THURSDAY,"THE FABULARIUM - CARNIVAL OF ANIMALS",10:45,11:30
"Walkabouts",THURSDAY,"JERSEY GIRLS",10:30,11:00
"Walkabouts",FRIDAY,"GLOWBROS",01:00,03:00
"Walkabouts",FRIDAY,"THE RUNAWAY CHRISTMAS TREE FAIRY",23:30,00:15
"Walkabouts",FRIDAY,"DISCO TURTLE",23:30,01:00
"Walkabouts",FRIDAY,"CORVUS ANGELICUS",23:30,00:15
"Walkabouts",FRIDAY,"HIGH FLYERS",23:30,00:15
"Walkabouts",FRIDAY,"THE BIRDS",22:30,23:15
"Walkabouts",FRIDAY,"GLOWBROS",22:00,00:00
"Walkabouts",FRIDAY,"CORVUS ANGELICUS",22:00,22:45
"Walkabouts",FRIDAY,"HIGH FLYERS",22:00,22:45
"Walkabouts",FRIDAY,"MYSTIC MIRROR SHOW GLOBE",21:45,22:45
"Walkabouts",FRIDAY,"THE CLOUDMEN",21:30,22:30
"Walkabouts",FRIDAY,"THE RUNAWAY CHRISTMAS TREE FAIRY",21:00,21:45
"Walkabouts",FRIDAY,"THE BIRDS",20:50,21:35
"Walkabouts",FRIDAY,"LOUVRE ON THE MOVE",18:30,19:00
"Walkabouts",FRIDAY,"HAIRY HATTER",17:40,18:25
"Walkabouts",FRIDAY,"SPACE CADETS",17:30,18:15
"Walkabouts",FRIDAY,"LIVER COTTAGE",17:15,18:00
"Walkabouts",FRIDAY,"ROSE POPAY & SIDEKICK SAFFY",17:10,17:55
"Walkabouts",FRIDAY,"FORTUNI AND FAE",17:00,17:45
"Walkabouts",FRIDAY,"SWYRON & DESAATA",17:00,17:45
"Walkabouts",FRIDAY,"GLIDING BUTTERFLIES",17:00,17:45
"Walkabouts",FRIDAY,"SCARY & SPOOKY SKELETONS",16:50,17:35
"Walkabouts",FRIDAY,"BLIP",16:45,17:30
